序号,土地用途分区代码,土地用途分区名称
92138,10,基本农田保护区
92139,10,基本农田保护区
92140,10,基本农田保护区
92141,10,基本农田保护区
92142,10,基本农田保护区
92143,10,基本农田保护区
92144,10,基本农田保护区
92145,10,基本农田保护区
92146,10,基本农田保护区
92147,10,基本农田保护区
92148,10,基本农田保护区
92149,10,基本农田保护区
92150,10,基本农田保护区
92151,10,基本农田保护区
92152,10,基本农田保护区
92153,10,基本农田保护区
92154,10,基本农田保护区
92155,10,基本农田保护区
92156,10,基本农田保护区
92157,10,基本农田保护区
92158,10,基本农田保护区
92159,10,基本农田保护区
92160,10,基本农田保护区
92161,10,基本农田保护区
92162,10,基本农田保护区
92163,10,基本农田保护区
92164,10,基本农田保护区
92165,10,基本农田保护区
92166,10,基本农田保护区
92167,10,基本农田保护区
92168,10,基本农田保护区
92169,10,基本农田保护区
92170,10,基本农田保护区
92171,10,基本农田保护区
92172,10,基本农田保护区
92173,10,基本农田保护区
92174,10,基本农田保护区
92175,10,基本农田保护区
92176,10,基本农田保护区
92177,10,基本农田保护区
92178,10,基本农田保护区
92179,10,基本农田保护区
92180,10,基本农田保护区
92181,10,基本农田保护区
92182,10,基本农田保护区
92183,10,基本农田保护区
92184,10,基本农田保护区
92185,10,基本农田保护区
92186,10,基本农田保护区
92187,10,基本农田保护区
92188,10,基本农田保护区
92189,10,基本农田保护区
92190,10,基本农田保护区
92191,10,基本农田保护区
92192,10,基本农田保护区
92193,10,基本农田保护区
92194,10,基本农田保护区
92195,10,基本农田保护区
92196,10,基本农田保护区
92197,10,基本农田保护区
92198,10,基本农田保护区
92199,10,基本农田保护区
92200,10,基本农田保护区
92201,10,基本农田保护区
92202,10,基本农田保护区
92203,10,基本农田保护区
92204,10,基本农田保护区
92205,10,基本农田保护区
92206,10,基本农田保护区
92207,10,基本农田保护区
92208,10,基本农田保护区
92209,10,基本农田保护区
92210,10,基本农田保护区
92211,10,基本农田保护区
92212,10,基本农田保护区
92213,10,基本农田保护区
92214,10,基本农田保护区
92215,10,基本农田保护区
92216,10,基本农田保护区
92217,10,基本农田保护区
92218,10,基本农田保护区
92219,10,基本农田保护区
92220,10,基本农田保护区
92221,10,基本农田保护区
92222,10,基本农田保护区
92223,10,基本农田保护区
92224,10,基本农田保护区
92225,10,基本农田保护区
92226,10,基本农田保护区
92227,10,基本农田保护区
92228,10,基本农田保护区
92229,10,基本农田保护区
92230,10,基本农田保护区
92231,10,基本农田保护区
92232,10,基本农田保护区
92233,10,基本农田保护区
92234,10,基本农田保护区
92235,10,基本农田保护区
92236,10,基本农田保护区
92237,10,基本农田保护区
92238,10,基本农田保护区
92239,10,基本农田保护区
92240,10,基本农田保护区
92241,10,基本农田保护区
92242,10,基本农田保护区
92243,10,基本农田保护区
92244,10,基本农田保护区
92245,10,基本农田保护区
92246,10,基本农田保护区
92247,10,基本农田保护区
92248,10,基本农田保护区
92249,10,基本农田保护区
92250,10,基本农田保护区
92251,10,基本农田保护区
92252,10,基本农田保护区
92253,10,基本农田保护区
92254,10,基本农田保护区
92255,10,基本农田保护区
92256,10,基本农田保护区
92257,10,基本农田保护区
92258,10,基本农田保护区
92259,10,基本农田保护区
92260,10,基本农田保护区
92261,10,基本农田保护区
92262,10,基本农田保护区
92263,10,基本农田保护区
92264,10,基本农田保护区
92265,10,基本农田保护区
92266,10,基本农田保护区
92267,10,基本农田保护区
92268,10,基本农田保护区
92269,10,基本农田保护区
92270,10,基本农田保护区
92271,10,基本农田保护区
92272,10,基本农田保护区
92273,10,基本农田保护区
92274,10,基本农田保护区
92275,10,基本农田保护区
92276,10,基本农田保护区
92277,10,基本农田保护区
92278,10,基本农田保护区
92279,10,基本农田保护区
92280,10,基本农田保护区
92281,10,基本农田保护区
92282,10,基本农田保护区
92283,10,基本农田保护区
92284,10,基本农田保护区
92285,10,基本农田保护区
92286,10,基本农田保护区
92287,10,基本农田保护区
92288,10,基本农田保护区
92289,10,基本农田保护区
92290,10,基本农田保护区
92291,10,基本农田保护区
92292,10,基本农田保护区
92293,10,基本农田保护区
92294,10,基本农田保护区
92295,10,基本农田保护区
92296,10,基本农田保护区
92297,10,基本农田保护区
92298,10,基本农田保护区
92299,10,基本农田保护区
92300,10,基本农田保护区
92301,10,基本农田保护区
92302,10,基本农田保护区
92303,10,基本农田保护区
92304,10,基本农田保护区
92305,10,基本农田保护区
92306,10,基本农田保护区
92307,10,基本农田保护区
92308,10,基本农田保护区
92309,10,基本农田保护区
92310,10,基本农田保护区
92311,10,基本农田保护区
92312,10,基本农田保护区
92313,10,基本农田保护区
92314,10,基本农田保护区
92315,10,基本农田保护区
92316,10,基本农田保护区
92317,10,基本农田保护区
92318,10,基本农田保护区
92319,10,基本农田保护区
92320,10,基本农田保护区
92321,10,基本农田保护区
92322,10,基本农田保护区
92323,10,基本农田保护区
92324,10,基本农田保护区
92325,10,基本农田保护区
92326,10,基本农田保护区
92327,10,基本农田保护区
92328,10,基本农田保护区
92329,10,基本农田保护区
92330,10,基本农田保护区
92331,10,基本农田保护区
92332,10,基本农田保护区
92333,10,基本农田保护区
92334,10,基本农田保护区
92335,10,基本农田保护区
92336,10,基本农田保护区
92337,10,基本农田保护区
92338,10,基本农田保护区
92339,10,基本农田保护区
92340,10,基本农田保护区
92341,10,基本农田保护区
92342,10,基本农田保护区
92343,10,基本农田保护区
92344,10,基本农田保护区
92345,10,基本农田保护区
92346,10,基本农田保护区
92347,10,基本农田保护区
92348,10,基本农田保护区
92349,10,基本农田保护区
92350,10,基本农田保护区
92351,10,基本农田保护区
92352,10,基本农田保护区
92353,10,基本农田保护区
92354,10,基本农田保护区
92355,10,基本农田保护区
92356,10,基本农田保护区
92357,10,基本农田保护区
92358,10,基本农田保护区
92359,10,基本农田保护区
92360,10,基本农田保护区
92361,10,基本农田保护区
92362,10,基本农田保护区
92363,10,基本农田保护区
92364,10,基本农田保护区
92365,10,基本农田保护区
92366,10,基本农田保护区
92367,10,基本农田保护区
92368,10,基本农田保护区
92369,10,基本农田保护区
92370,10,基本农田保护区
92371,10,基本农田保护区
92372,10,基本农田保护区
92373,10,基本农田保护区
92374,10,基本农田保护区
92375,10,基本农田保护区
92376,10,基本农田保护区
92377,10,基本农田保护区
92378,10,基本农田保护区
92379,10,基本农田保护区
92380,10,基本农田保护区
92381,10,基本农田保护区
92382,10,基本农田保护区
92383,10,基本农田保护区
92384,10,基本农田保护区
92385,10,基本农田保护区
92386,10,基本农田保护区
92387,10,基本农田保护区
92388,10,基本农田保护区
92389,10,基本农田保护区
92390,10,基本农田保护区
92391,10,基本农田保护区
92392,10,基本农田保护区
92393,10,基本农田保护区
92394,10,基本农田保护区
92395,10,基本农田保护区
92396,10,基本农田保护区
92397,10,基本农田保护区
92398,10,基本农田保护区
92399,10,基本农田保护区
92400,10,基本农田保护区
92401,10,基本农田保护区
92402,10,基本农田保护区
92403,10,基本农田保护区
92404,10,基本农田保护区
92405,10,基本农田保护区
92406,10,基本农田保护区
92407,10,基本农田保护区
92408,10,基本农田保护区
92409,10,基本农田保护区
92410,10,基本农田保护区
92411,10,基本农田保护区
92412,10,基本农田保护区
92413,10,基本农田保护区
92414,10,基本农田保护区
92415,10,基本农田保护区
92416,10,基本农田保护区
92417,10,基本农田保护区
92418,10,基本农田保护区
92419,10,基本农田保护区
92420,10,基本农田保护区
92421,10,基本农田保护区
92422,10,基本农田保护区
92423,10,基本农田保护区
92424,10,基本农田保护区
92425,10,基本农田保护区
92426,20,一般农地区
92427,20,一般农地区
92428,20,一般农地区
92429,20,一般农地区
92430,20,一般农地区
92431,20,一般农地区
92432,20,一般农地区
92433,20,一般农地区
92434,20,一般农地区
92435,20,一般农地区
92436,20,一般农地区
92437,20,一般农地区
92438,20,一般农地区
92439,20,一般农地区
92440,20,一般农地区
92441,20,一般农地区
92442,20,一般农地区
92443,20,一般农地区
92444,20,一般农地区
92445,20,一般农地区
92446,20,一般农地区
92447,20,一般农地区
92448,20,一般农地区
92449,20,一般农地区
92450,20,一般农地区
92451,20,一般农地区
92452,20,一般农地区
92453,20,一般农地区
92454,20,一般农地区
92455,20,一般农地区
92456,20,一般农地区
92457,20,一般农地区
92458,20,一般农地区
92459,20,一般农地区
92460,20,一般农地区
92461,20,一般农地区
92462,20,一般农地区
92463,20,一般农地区
92464,20,一般农地区
92465,20,一般农地区
92466,20,一般农地区
92467,20,一般农地区
92468,20,一般农地区
92469,20,一般农地区
92470,20,一般农地区
92471,20,一般农地区
92472,20,一般农地区
92473,20,一般农地区
92474,20,一般农地区
92475,20,一般农地区
92476,20,一般农地区
92477,20,一般农地区
92478,20,一般农地区
92479,20,一般农地区
92480,20,一般农地区
92481,20,一般农地区
92482,20,一般农地区
92483,20,一般农地区
92484,20,一般农地区
92485,20,一般农地区
92486,20,一般农地区
92487,20,一般农地区
92488,20,一般农地区
92489,20,一般农地区
92490,20,一般农地区
92491,20,一般农地区
92492,20,一般农地区
92493,20,一般农地区
92494,20,一般农地区
92495,20,一般农地区
92496,20,一般农地区
92497,20,一般农地区
92498,20,一般农地区
92499,20,一般农地区
92500,20,一般农地区
92501,20,一般农地区
92502,20,一般农地区
92503,20,一般农地区
92504,20,一般农地区
92505,20,一般农地区
92506,20,一般农地区
92507,20,一般农地区
92508,20,一般农地区
92509,20,一般农地区
92510,20,一般农地区
92511,20,一般农地区
92512,20,一般农地区
92513,20,一般农地区
92514,20,一般农地区
92515,20,一般农地区
92516,20,一般农地区
92517,20,一般农地区
92518,20,一般农地区
92519,20,一般农地区
92520,20,一般农地区
92521,209,其他建设用地
92522,209,其他建设用地
92523,209,其他建设用地
92524,209,其他建设用地
92525,209,其他建设用地
92526,209,其他建设用地
92527,209,其他建设用地
92528,209,其他建设用地
92529,209,其他建设用地
92530,209,其他建设用地
92531,209,其他建设用地
92532,209,其他建设用地
92533,209,其他建设用地
92534,209,其他建设用地
92535,209,其他建设用地
92536,209,其他建设用地
92537,209,其他建设用地
92538,209,其他建设用地
92539,209,其他建设用地
92540,209,其他建设用地
92541,209,其他建设用地
92542,209,其他建设用地
92543,209,其他建设用地
92544,209,其他建设用地
92545,209,其他建设用地
92546,209,其他建设用地
92547,209,其他建设用地
92548,209,其他建设用地
92549,209,其他建设用地
92550,209,其他建设用地
92551,209,其他建设用地
92552,209,其他建设用地
92553,209,其他建设用地
92554,209,其他建设用地
92555,209,其他建设用地
92556,209,其他建设用地
92557,209,其他建设用地
92558,209,其他建设用地
92559,209,其他建设用地
92560,209,其他建设用地
92561,209,其他建设用地
92562,209,其他建设用地
92563,209,其他建设用地
92564,209,其他建设用地
92565,209,其他建设用地
92566,209,其他建设用地
92567,209,其他建设用地
92568,209,其他建设用地
92569,209,其他建设用地
92570,209,其他建设用地
92571,209,其他建设用地
92572,209,其他建设用地
92573,209,其他建设用地
92574,209,其他建设用地
92575,209,其他建设用地
92576,209,其他建设用地
92577,209,其他建设用地
92578,209,其他建设用地
92579,209,其他建设用地
92580,209,其他建设用地
92581,209,其他建设用地
92582,209,其他建设用地
92583,209,其他建设用地
92584,209,其他建设用地
92585,209,其他建设用地
92586,209,其他建设用地
92587,209,其他建设用地
92588,209,其他建设用地
92589,209,其他建设用地
92590,209,其他建设用地
92591,209,其他建设用地
92592,209,其他建设用地
92593,209,其他建设用地
92594,209,其他建设用地
92595,209,其他建设用地
92596,209,其他建设用地
92597,209,其他建设用地
92598,209,其他建设用地
92599,209,其他建设用地
92600,209,其他建设用地
92601,209,其他建设用地
92602,209,其他建设用地
92603,209,其他建设用地
92604,209,其他建设用地
92605,209,其他建设用地
92606,209,其他建设用地
92607,209,其他建设用地
92608,209,其他建设用地
92609,209,其他建设用地
92610,209,其他建设用地
92611,209,其他建设用地
92612,209,其他建设用地
92613,209,其他建设用地
92614,209,其他建设用地
92615,209,其他建设用地
92616,209,其他建设用地
92617,209,其他建设用地
92618,209,其他建设用地
92619,209,其他建设用地
92620,209,其他建设用地
92621,209,其他建设用地
92622,209,其他建设用地
92623,209,其他建设用地
92624,209,其他建设用地
92625,209,其他建设用地
92626,209,其他建设用地
92627,209,其他建设用地
92628,209,其他建设用地
92629,209,其他建设用地
92630,209,其他建设用地
92631,209,其他建设用地
92632,209,其他建设用地
92633,209,其他建设用地
92634,209,其他建设用地
92635,209,其他建设用地
92636,209,其他建设用地
92637,209,其他建设用地
92638,209,其他建设用地
92639,209,其他建设用地
92640,209,其他建设用地
92641,209,其他建设用地
92642,209,其他建设用地
92643,209,其他建设用地
92644,209,其他建设用地
92645,209,其他建设用地
92646,209,其他建设用地
92647,209,其他建设用地
92648,209,其他建设用地
92649,209,其他建设用地
92650,209,其他建设用地
92651,209,其他建设用地
92652,209,其他建设用地
92653,209,其他建设用地
92654,209,其他建设用地
92655,209,其他建设用地
92656,209,其他建设用地
92657,209,其他建设用地
92658,209,其他建设用地
92659,209,其他建设用地
92660,209,其他建设用地
92661,209,其他建设用地
92662,209,其他建设用地
92663,209,其他建设用地
92664,209,其他建设用地
92665,209,其他建设用地
92666,209,其他建设用地
92667,209,其他建设用地
92668,209,其他建设用地
92669,209,其他建设用地
92670,209,其他建设用地
92671,209,其他建设用地
92672,209,其他建设用地
92673,209,其他建设用地
92674,209,其他建设用地
92675,209,其他建设用地
92676,209,其他建设用地
92677,209,其他建设用地
92678,209,其他建设用地
92679,209,其他建设用地
92680,209,其他建设用地
92681,209,其他建设用地
92682,209,其他建设用地
92683,209,其他建设用地
92684,209,其他建设用地
92685,209,其他建设用地
92686,209,其他建设用地
92687,209,其他建设用地
92688,209,其他建设用地
92689,209,其他建设用地
92690,209,其他建设用地
92691,209,其他建设用地
92692,209,其他建设用地
92693,209,其他建设用地
92694,209,其他建设用地
92695,209,其他建设用地
92696,209,其他建设用地
92697,209,其他建设用地
92698,209,其他建设用地
92699,209,其他建设用地
92700,209,其他建设用地
92701,209,其他建设用地
92702,209,其他建设用地
92703,209,其他建设用地
92704,209,其他建设用地
92705,209,其他建设用地
92706,209,其他建设用地
92707,201,现状公路
92708,201,现状公路
92709,201,现状公路
92710,201,现状公路
92711,201,现状公路
92712,201,现状公路
92713,201,现状公路
92714,201,现状公路
92715,201,现状公路
92716,201,现状公路
92717,201,现状公路
92718,201,现状公路
92719,201,现状公路
92720,201,现状公路
92721,201,现状公路
92722,201,现状公路
92723,201,现状公路
92724,201,现状公路
92725,201,现状公路
92726,201,现状公路
92727,201,现状公路
92728,201,现状公路
92729,201,现状公路
92730,201,现状公路
92731,201,现状公路
92732,201,现状公路
92733,201,现状公路
92734,201,现状公路
92735,201,现状公路
92736,201,现状公路
92737,201,现状公路
92738,201,现状公路
92739,201,现状公路
92740,201,现状公路
92741,201,现状公路
92742,201,现状公路
92743,201,现状公路
92744,205,现状河流水系
92745,205,现状河流水系
92746,205,现状河流水系
92747,205,现状河流水系
92748,205,现状河流水系
92749,205,现状河流水系
92750,205,现状河流水系
92751,205,现状河流水系
92752,205,现状河流水系
92753,205,现状河流水系
92754,205,现状河流水系
92755,205,现状河流水系
92756,205,现状河流水系
92757,205,现状河流水系
92758,205,现状河流水系
92759,205,现状河流水系
92760,205,现状河流水系
92761,205,现状河流水系
92762,205,现状河流水系
92763,204,现状铁路
92764,204,现状铁路
92765,50,风景旅游用地区
92766,50,风景旅游用地区
92767,50,风景旅游用地区
92768,50,风景旅游用地区
92769,50,风景旅游用地区
92770,50,风景旅游用地区
92771,50,风景旅游用地区
92772,50,风景旅游用地区
92773,50,风景旅游用地区
92774,50,风景旅游用地区
92775,50,风景旅游用地区
92776,50,风景旅游用地区
92777,50,风景旅游用地区
92778,50,风景旅游用地区
92779,50,风景旅游用地区
92780,50,风景旅游用地区
92781,50,风景旅游用地区
92782,50,风景旅游用地区
92783,50,风景旅游用地区
92784,50,风景旅游用地区
92785,50,风景旅游用地区
92786,50,风景旅游用地区
92787,31,城镇建设用地区
92788,31,城镇建设用地区
92789,31,城镇建设用地区
92790,31,城镇建设用地区
92791,31,城镇建设用地区
92792,31,城镇建设用地区
92793,31,城镇建设用地区
92794,31,城镇建设用地区
92795,31,城镇建设用地区
92796,31,城镇建设用地区
92797,31,城镇建设用地区
92798,31,城镇建设用地区
92799,31,城镇建设用地区
92800,31,城镇建设用地区
92801,31,城镇建设用地区
92802,31,城镇建设用地区
92803,31,城镇建设用地区
92804,31,城镇建设用地区
92805,31,城镇建设用地区
92806,31,城镇建设用地区
92807,31,城镇建设用地区
92808,31,城镇建设用地区
92809,31,城镇建设用地区
92810,31,城镇建设用地区
92811,31,城镇建设用地区
92812,31,城镇建设用地区
92813,31,城镇建设用地区
92814,31,城镇建设用地区
92815,31,城镇建设用地区
92816,31,城镇建设用地区
92817,31,城镇建设用地区
92818,31,城镇建设用地区
92819,31,城镇建设用地区
92820,31,城镇建设用地区
92821,31,城镇建设用地区
92822,31,城镇建设用地区
92823,31,城镇建设用地区
92824,31,城镇建设用地区
92825,31,城镇建设用地区
92826,31,城镇建设用地区
92827,31,城镇建设用地区
92828,31,城镇建设用地区
92829,31,城镇建设用地区
92830,31,城镇建设用地区
92831,31,城镇建设用地区
92832,31,城镇建设用地区
92833,31,城镇建设用地区
92834,31,城镇建设用地区
92835,31,城镇建设用地区
92836,31,城镇建设用地区
92837,31,城镇建设用地区
92838,31,城镇建设用地区
92839,31,城镇建设用地区
92840,31,城镇建设用地区
92841,31,城镇建设用地区
92842,31,城镇建设用地区
92843,31,城镇建设用地区
92844,31,城镇建设用地区
92845,31,城镇建设用地区
92846,31,城镇建设用地区
92847,31,城镇建设用地区
92848,31,城镇建设用地区
92849,31,城镇建设用地区
92850,32,村镇建设用地区
92851,32,村镇建设用地区
92852,32,村镇建设用地区
92853,32,村镇建设用地区
92854,32,村镇建设用地区
92855,32,村镇建设用地区
92856,32,村镇建设用地区
92857,32,村镇建设用地区
92858,32,村镇建设用地区
92859,32,村镇建设用地区
92860,32,村镇建设用地区
92861,32,村镇建设用地区
92862,32,村镇建设用地区
92863,32,村镇建设用地区
92864,32,村镇建设用地区
92865,32,村镇建设用地区
92866,32,村镇建设用地区
92867,32,村镇建设用地区
92868,32,村镇建设用地区
92869,32,村镇建设用地区
92870,32,村镇建设用地区
92871,32,村镇建设用地区
92872,32,村镇建设用地区
92873,32,村镇建设用地区
92874,32,村镇建设用地区
92875,32,村镇建设用地区
92876,32,村镇建设用地区
92877,32,村镇建设用地区
92878,32,村镇建设用地区
92879,32,村镇建设用地区
92880,32,村镇建设用地区
92881,32,村镇建设用地区
92882,32,村镇建设用地区
92883,32,村镇建设用地区
92884,32,村镇建设用地区
92885,32,村镇建设用地区
92886,32,村镇建设用地区
92887,32,村镇建设用地区
92888,32,村镇建设用地区
92889,32,村镇建设用地区
92890,32,村镇建设用地区
92891,32,村镇建设用地区
92892,32,村镇建设用地区
92893,32,村镇建设用地区
92894,32,村镇建设用地区
92895,32,村镇建设用地区
92896,32,村镇建设用地区
92897,32,村镇建设用地区
92898,32,村镇建设用地区
92899,32,村镇建设用地区
92900,32,村镇建设用地区
92901,32,村镇建设用地区
92902,32,村镇建设用地区
92903,32,村镇建设用地区
92904,32,村镇建设用地区
92905,32,村镇建设用地区
92906,32,村镇建设用地区
92907,32,村镇建设用地区
92908,32,村镇建设用地区
92909,32,村镇建设用地区
92910,32,村镇建设用地区
92911,32,村镇建设用地区
92912,32,村镇建设用地区
92913,32,村镇建设用地区
92914,32,村镇建设用地区
92915,32,村镇建设用地区
92916,32,村镇建设用地区
92917,32,村镇建设用地区
92918,32,村镇建设用地区
92919,32,村镇建设用地区
92920,32,村镇建设用地区
92921,32,村镇建设用地区
92922,32,村镇建设用地区
92923,32,村镇建设用地区
92924,32,村镇建设用地区
92925,32,村镇建设用地区
92926,32,村镇建设用地区
92927,32,村镇建设用地区
92928,32,村镇建设用地区
92929,32,村镇建设用地区
92930,32,村镇建设用地区
92931,32,村镇建设用地区
92932,32,村镇建设用地区
92933,32,村镇建设用地区
92934,32,村镇建设用地区
92935,32,村镇建设用地区
92936,32,村镇建设用地区
92937,32,村镇建设用地区
92938,32,村镇建设用地区
92939,32,村镇建设用地区
92940,32,村镇建设用地区
92941,32,村镇建设用地区
92942,32,村镇建设用地区
92943,32,村镇建设用地区
92944,32,村镇建设用地区
92945,32,村镇建设用地区
92946,32,村镇建设用地区
92947,32,村镇建设用地区
92948,32,村镇建设用地区
92949,32,村镇建设用地区
92950,32,村镇建设用地区
92951,32,村镇建设用地区
92952,32,村镇建设用地区
92953,32,村镇建设用地区
92954,32,村镇建设用地区
92955,32,村镇建设用地区
92956,32,村镇建设用地区
92957,32,村镇建设用地区
92958,32,村镇建设用地区
92959,32,村镇建设用地区
92960,32,村镇建设用地区
92961,32,村镇建设用地区
92962,32,村镇建设用地区
92963,32,村镇建设用地区
92964,32,村镇建设用地区
92965,32,村镇建设用地区
92966,32,村镇建设用地区
92967,32,村镇建设用地区
92968,32,村镇建设用地区
92969,32,村镇建设用地区
92970,32,村镇建设用地区
92971,32,村镇建设用地区
92972,32,村镇建设用地区
92973,32,村镇建设用地区
92974,32,村镇建设用地区
92975,32,村镇建设用地区
92976,32,村镇建设用地区
92977,32,村镇建设用地区
92978,32,村镇建设用地区
92979,32,村镇建设用地区
92980,32,村镇建设用地区
92981,32,村镇建设用地区
92982,32,村镇建设用地区
92983,32,村镇建设用地区
92984,32,村镇建设用地区
92985,32,村镇建设用地区
92986,32,村镇建设用地区
92987,32,村镇建设用地区
92988,32,村镇建设用地区
92989,32,村镇建设用地区
92990,32,村镇建设用地区
92991,32,村镇建设用地区
92992,32,村镇建设用地区
92993,32,村镇建设用地区
92994,32,村镇建设用地区
92995,32,村镇建设用地区
92996,32,村镇建设用地区
92997,32,村镇建设用地区
92998,32,村镇建设用地区
92999,32,村镇建设用地区
93000,32,村镇建设用地区
93001,32,村镇建设用地区
93002,32,村镇建设用地区
93003,32,村镇建设用地区
93004,32,村镇建设用地区
93005,32,村镇建设用地区
93006,32,村镇建设用地区
93007,32,村镇建设用地区
93008,32,村镇建设用地区
93009,32,村镇建设用地区
93010,32,村镇建设用地区
93011,32,村镇建设用地区
93012,32,村镇建设用地区
93013,32,村镇建设用地区
93014,32,村镇建设用地区
93015,32,村镇建设用地区
93016,32,村镇建设用地区
93017,32,村镇建设用地区
93018,32,村镇建设用地区
93019,32,村镇建设用地区
93020,32,村镇建设用地区
93021,32,村镇建设用地区
93022,32,村镇建设用地区
93023,32,村镇建设用地区
93024,32,村镇建设用地区
93025,32,村镇建设用地区
93026,32,村镇建设用地区
93027,32,村镇建设用地区
93028,32,村镇建设用地区
93029,32,村镇建设用地区
93030,32,村镇建设用地区
93031,32,村镇建设用地区
93032,32,村镇建设用地区
93093,32,村镇建设用地区
93094,32,村镇建设用地区
93095,32,村镇建设用地区
93096,32,村镇建设用地区
93097,32,村镇建设用地区
93098,32,村镇建设用地区
93099,32,村镇建设用地区
93100,32,村镇建设用地区
93101,32,村镇建设用地区
93102,32,村镇建设用地区
93103,32,村镇建设用地区
93104,32,村镇建设用地区
93105,32,村镇建设用地区
93106,32,村镇建设用地区
93107,32,村镇建设用地区
93108,32,村镇建设用地区
93109,32,村镇建设用地区
93110,32,村镇建设用地区
93111,32,村镇建设用地区
93112,32,村镇建设用地区
93113,32,村镇建设用地区
93114,32,村镇建设用地区
93115,32,村镇建设用地区
93116,32,村镇建设用地区
93117,32,村镇建设用地区
93118,32,村镇建设用地区
93119,32,村镇建设用地区
93120,32,村镇建设用地区
93121,32,村镇建设用地区
93122,32,村镇建设用地区
93123,32,村镇建设用地区
93124,32,村镇建设用地区
93125,32,村镇建设用地区
93126,32,村镇建设用地区
93127,32,村镇建设用地区
93128,32,村镇建设用地区
93129,32,村镇建设用地区
93130,32,村镇建设用地区
93131,32,村镇建设用地区
93132,32,村镇建设用地区
93133,32,村镇建设用地区
93134,32,村镇建设用地区
93135,32,村镇建设用地区
93136,32,村镇建设用地区
93137,32,村镇建设用地区
93138,32,村镇建设用地区
93139,32,村镇建设用地区
93140,32,村镇建设用地区
93141,32,村镇建设用地区
93142,32,村镇建设用地区
93143,32,村镇建设用地区
93144,32,村镇建设用地区
93145,32,村镇建设用地区
93146,32,村镇建设用地区
93147,32,村镇建设用地区
93148,32,村镇建设用地区
93149,32,村镇建设用地区
93150,32,村镇建设用地区
93151,32,村镇建设用地区
93152,32,村镇建设用地区
93153,32,村镇建设用地区
93154,32,村镇建设用地区
93155,32,村镇建设用地区
93156,32,村镇建设用地区
93157,32,村镇建设用地区
93158,32,村镇建设用地区
93159,32,村镇建设用地区
93160,32,村镇建设用地区
93161,32,村镇建设用地区
93162,32,村镇建设用地区
93163,32,村镇建设用地区
93164,32,村镇建设用地区
93165,32,村镇建设用地区
93166,32,村镇建设用地区
93167,32,村镇建设用地区
93168,32,村镇建设用地区
93169,32,村镇建设用地区
93170,32,村镇建设用地区
93171,32,村镇建设用地区
93172,40,独立工矿区
93173,40,独立工矿区
93174,40,独立工矿区
93175,40,独立工矿区
93176,40,独立工矿区
93177,40,独立工矿区
93178,10,基本农田保护区
93179,10,基本农田保护区
93180,10,基本农田保护区
93181,10,基本农田保护区
93182,10,基本农田保护区
93183,10,基本农田保护区
93184,10,基本农田保护区
93185,10,基本农田保护区
93186,10,基本农田保护区
93187,10,基本农田保护区
93188,10,基本农田保护区
93189,10,基本农田保护区
93190,10,基本农田保护区
93191,10,基本农田保护区
93192,10,基本农田保护区
93193,10,基本农田保护区
93194,10,基本农田保护区
93195,10,基本农田保护区
93196,10,基本农田保护区
93197,10,基本农田保护区
93198,10,基本农田保护区
93199,10,基本农田保护区
93200,10,基本农田保护区
93201,10,基本农田保护区
93202,10,基本农田保护区
93203,10,基本农田保护区
93204,10,基本农田保护区
93205,10,基本农田保护区
93206,10,基本农田保护区
93207,10,基本农田保护区
93208,10,基本农田保护区
93209,10,基本农田保护区
93210,10,基本农田保护区
93211,10,基本农田保护区
93212,10,基本农田保护区
93213,10,基本农田保护区
93214,10,基本农田保护区
93215,10,基本农田保护区
93216,10,基本农田保护区
93217,10,基本农田保护区
93218,10,基本农田保护区
93219,10,基本农田保护区
93220,10,基本农田保护区
93221,10,基本农田保护区
93222,10,基本农田保护区
93223,10,基本农田保护区
93224,10,基本农田保护区
93225,10,基本农田保护区
93226,10,基本农田保护区
93227,10,基本农田保护区
93228,10,基本农田保护区
93229,10,基本农田保护区
93230,10,基本农田保护区
93231,10,基本农田保护区
93232,10,基本农田保护区
93233,10,基本农田保护区
93234,10,基本农田保护区
93235,10,基本农田保护区
93236,10,基本农田保护区
93237,10,基本农田保护区
93238,10,基本农田保护区
93239,10,基本农田保护区
93240,10,基本农田保护区
93241,10,基本农田保护区
93242,10,基本农田保护区
93243,10,基本农田保护区
93244,10,基本农田保护区
93245,10,基本农田保护区
93246,10,基本农田保护区
93247,10,基本农田保护区
93248,10,基本农田保护区
93249,10,基本农田保护区
93250,10,基本农田保护区
93251,10,基本农田保护区
93252,10,基本农田保护区
93253,10,基本农田保护区
93254,10,基本农田保护区
93255,10,基本农田保护区
93256,10,基本农田保护区
93257,10,基本农田保护区
93258,10,基本农田保护区
93259,10,基本农田保护区
93260,10,基本农田保护区
93261,10,基本农田保护区
93262,10,基本农田保护区
93263,10,基本农田保护区
93264,10,基本农田保护区
93265,10,基本农田保护区
93266,10,基本农田保护区
93267,10,基本农田保护区
93268,10,基本农田保护区
93269,10,基本农田保护区
93270,10,基本农田保护区
93271,10,基本农田保护区
93272,10,基本农田保护区
93273,10,基本农田保护区
93274,10,基本农田保护区
93275,10,基本农田保护区
93276,10,基本农田保护区
93277,10,基本农田保护区
93278,10,基本农田保护区
93279,10,基本农田保护区
93280,10,基本农田保护区
93281,10,基本农田保护区
93282,10,基本农田保护区
93283,10,基本农田保护区
93284,10,基本农田保护区
93285,10,基本农田保护区
